introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145601.1:27758883-27932859,14.65,13.74,6.63,12.28,LOC587897,ATP-dependent translocase ABCB1,59300,40504,68.3035413153457,NW_022145601.1:27740087-27799387,ECB-GENEPAGE-23085405,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:27758883-27932859,14.65,13.74,6.63,12.28,LOC105441736,coiled-coil domain-containing protein 34-like,31872,17829,55.93938253012048,NW_022145601.1:27915030-27946902,ECB-GENEPAGE-23085421,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:35264378-35422955,8.62,11.58,5.68,6.69,LOC100894090,caspase-1-like,3631,3631,100.0,NW_022145594.1:35343094-35346725,ECB-GENEPAGE-23032757,Sp-IceL1a|SPU_002922|SPU_002921,partially curated,n/a,n/a,n/a,"Immunity,Immunity_Signal,Immunity_Signal"
NW-022145594.1:35264378-35422955,8.62,11.58,5.68,6.69,LOC105443679,uncharacterized LOC105443679,14951,14951,100.0,NW_022145594.1:35271976-35286927,ECB-GENEPAGE-23032747,SPU_025371|Sp-PppL_280,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:35264378-35422955,8.62,11.58,5.68,6.69,LOC115921489,caspase Dronc-like,3226,3226,100.0,NW_022145594.1:35339845-35343071,ECB-GENEPAGE-23032753,SPU_002921|Sp-IceL1a,partially curated,n/a,n/a,n/a,"Immunity,Immunity_Signal,Immunity_Signal"
NW-022145594.1:35264378-35422955,8.62,11.58,5.68,6.69,LOC100889455,uncharacterized LOC100889455,18603,18603,100.0,NW_022145594.1:35366581-35385184,ECB-GENEPAGE-23032761,SPU_009138|Sp-Hypp_571|hypothetical protein-2111; hemicentin 1-like|hypothetical protein-2111|hemicentin 1-like|Sp-Hypp_2111|SPU_013865,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:35264378-35422955,8.62,11.58,5.68,6.69,LOC577169,caspase-3-like,9228,9228,100.0,NW_022145594.1:35386925-35396153,ECB-GENEPAGE-23032766,SPU_002923|Sp-IceL1b,partially curated,n/a,n/a,n/a,"Immunity,Immunity_Signal,Immunity_Signal"
NW-022145605.1:8500710-8654774,12.51,18.35,8.16,18.66,LOC115926354,fibropellin-3-like,4260,4260,100.0,NW_022145605.1:8559714-8563974,ECB-GENEPAGE-23106576,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500710-8654774,12.51,18.35,8.16,18.66,LOC115926355,bile acid-CoA:amino acid N-acyltransferase-like,5645,5645,100.0,NW_022145605.1:8606436-8612081,ECB-GENEPAGE-23106594,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8657375-8718684,23.4,26.26,12.38,45.78,LOC115918024,BTB/POZ domain-containing protein 17-like,3771,1108,29.382126756828423,NW_022145605.1:8654712-8658483,ECB-GENEPAGE-23106603,transport and Golgi organization-like-1 |Sp-TgoL_1|hypothetical protein-2914|Sp-Hypp_2914|SPU_027590|SPU_025598,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500710-8654774,12.51,18.35,8.16,18.66,LOC115926353,phosphatidylinositol 4-kinase alpha-like,5973,5344,89.46927841955467,NW_022145605.1:8500081-8506054,ECB-GENEPAGE-23106559,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500710-8654774,12.51,18.35,8.16,18.66,LOC752690,dynein regulatory complex subunit 2,14564,14564,100.0,NW_022145605.1:8532846-8547410,ECB-GENEPAGE-23106566,SPU_016837,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500710-8654774,12.51,18.35,8.16,18.66,LOC115926640,putative L-aspartate dehydrogenase,10932,10932,100.0,NW_022145605.1:8547923-8558855,ECB-GENEPAGE-23106572,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500710-8654774,12.51,18.35,8.16,18.66,LOC105441103,delta-like protein B,7494,7494,100.0,NW_022145605.1:8584820-8592314,ECB-GENEPAGE-23106586,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500710-8654774,12.51,18.35,8.16,18.66,LOC115926642,bile acid-CoA:amino acid N-acyltransferase-like,4752,4752,100.0,NW_022145605.1:8599519-8604271,ECB-GENEPAGE-23106590,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500710-8654774,12.51,18.35,8.16,18.66,LOC115918819,uncharacterized oxidoreductase TM_0325-like,14431,14431,100.0,NW_022145605.1:8616105-8630536,ECB-GENEPAGE-23106598,Sp-Dhyg_1|SPU_007068|short chain dehydrogenase family,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25726250-25866254,15.36,15.32,7.33,10.4,LOC105445124,neurotrypsin-like,4436,4436,100.0,NW_022145609.1:25735862-25740298,ECB-GENEPAGE-23135414,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25726250-25866254,15.36,15.32,7.33,10.4,LOC115928599,uncharacterized LOC115928599,4735,4735,100.0,NW_022145609.1:25754694-25759429,ECB-GENEPAGE-23135418,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25726250-25866254,15.36,15.32,7.33,10.4,LOC115928600,neurotrypsin-like,7569,7569,100.0,NW_022145609.1:25770355-25777924,ECB-GENEPAGE-23135422,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25726250-25866254,15.36,15.32,7.33,10.4,LOC115928776,coiled-coil domain-containing protein 34-like,18181,18181,100.0,NW_022145609.1:25832228-25850409,ECB-GENEPAGE-23135426,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:5597366-5597928,9.68,29.59,17.26,8.56,LOC100890280,serine-rich adhesin for platelets,47767,562,1.1765444763120982,NW_022145603.1:5596566-5644333,ECB-GENEPAGE-23092661,kelch-like 29-2 | Sp-Klhl29-2|SPU_014560|SPU_025666|SPU_019515|SPU_018731|SPU_012650,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903418-18032701,76.42,31.6,31.21,21.91,LOC115927267,proton-coupled folate transporter-like,1001,1001,100.0,NW_022145606.1:18000963-18001964,ECB-GENEPAGE-23117097,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903418-18032701,76.42,31.6,31.21,21.91,LOC100888459,uncharacterized LOC100888459,16654,5389,32.358592530323044,NW_022145606.1:17892153-17908807,ECB-GENEPAGE-23117077,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903418-18032701,76.42,31.6,31.21,21.91,LOC115927264,uncharacterized LOC115927264,14155,14155,100.0,NW_022145606.1:17959792-17973947,ECB-GENEPAGE-23117083,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903418-18032701,76.42,31.6,31.21,21.91,LOC115927266,proton-coupled folate transporter-like,14656,14656,100.0,NW_022145606.1:17986299-18000955,ECB-GENEPAGE-23117091,SPU_010220,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:40124440-40249858,11.21,17.66,14.07,5.0,LOC105438127,uncharacterized LOC105438127,2244,2244,100.0,NW_022145606.1:40214052-40216296,ECB-GENEPAGE-23120357,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:40124440-40249858,11.21,17.66,14.07,5.0,LOC115927724,uncharacterized LOC115927724,32445,28336,87.33549083063646,NW_022145606.1:40221522-40253967,ECB-GENEPAGE-23120361,"Sp-B3galnt1|SPU_027424|beta-1|3-N-acetylgalactosaminyltransferase 1 (globoside blood group); galactosyltransferase|SPU_005948|beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)|galactosyltransferase",partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145607.1:798988-923803,24.84,33.59,13.55,18.08,LOC115928222,uncharacterized LOC115928222,4261,4261,100.0,NW_022145607.1:869695-873956,ECB-GENEPAGE-23122486,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:798988-923803,24.84,33.59,13.55,18.08,LOC115928167,uncharacterized LOC115928167,666,666,100.0,NW_022145607.1:876988-877654,ECB-GENEPAGE-23122490,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:798988-923803,24.84,33.59,13.55,18.08,LOC105441888,uncharacterized LOC105441888,34896,34896,100.0,NW_022145607.1:825231-860127,ECB-GENEPAGE-23122474,Sp-Nlr14|SPU_026921,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145607.1:798988-923803,24.84,33.59,13.55,18.08,LOC105447055,uncharacterized LOC105447055,27492,27492,100.0,NW_022145607.1:883606-911098,ECB-GENEPAGE-23122498,Sp-Nlr179|SPU_015768|NACHT and LRR containing protein,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145609.1:3610851-3733396,10.97,13.45,12.33,10.64,LOC585079,tyrosine-protein kinase receptor Tie-2-like,1011,950,93.96636993076162,NW_022145609.1:3610790-3611801,ECB-GENEPAGE-23131080,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3610851-3733396,10.97,13.45,12.33,10.64,LOC115928750,receptor-type tyrosine-protein phosphatase mu-like,3085,3085,100.0,NW_022145609.1:3614903-3617988,ECB-GENEPAGE-23131084,Sp-Fn3/Egff_11|SPU_019659,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3610851-3733396,10.97,13.45,12.33,10.64,LOC115928898,uncharacterized LOC115928898,1057,1057,100.0,NW_022145609.1:3663178-3664235,ECB-GENEPAGE-23131095,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3610851-3733396,10.97,13.45,12.33,10.64,LOC115928830,thioredoxin domain-containing protein 12-like,6439,6439,100.0,NW_022145609.1:3632086-3638525,ECB-GENEPAGE-23131088,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3610851-3733396,10.97,13.45,12.33,10.64,LOC115928836,thioredoxin domain-containing protein 12-like,4339,4339,100.0,NW_022145609.1:3715689-3720028,ECB-GENEPAGE-23131102,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3610851-3733396,10.97,13.45,12.33,10.64,LOC115928751,protein sidekick-2-like,7482,985,13.164929163325315,NW_022145609.1:3732411-3739893,ECB-GENEPAGE-23131106,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:39980601-40088613,28.07,20.51,7.74,5.55,LOC592383,toll-like receptor 13,9666,2272,23.505069315125183,NW_022145594.1:39973207-39982873,ECB-GENEPAGE-23033456,SPU_024404|Sp-Tlr129,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR"
NW-022145606.1:5670297-5776853,43.88,41.88,9.61,8.67,LOC115927180,uncharacterized LOC115927180,2446,2446,100.0,NW_022145606.1:5697225-5699671,ECB-GENEPAGE-23114889,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:5670297-5776853,43.88,41.88,9.61,8.67,LOC105438637,probable serine/threonine-protein kinase roco11,7098,7098,100.0,NW_022145606.1:5679733-5686831,ECB-GENEPAGE-23114885,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:13941923-14046431,22.35,52.08,12.21,24.83,LOC115927241,uncharacterized LOC115927241,2612,2612,100.0,NW_022145606.1:14037392-14040004,ECB-GENEPAGE-23116282,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:13941923-14046431,22.35,52.08,12.21,24.83,LOC105442736,uncharacterized LOC105442736,8067,577,7.152597000123961,NW_022145606.1:14045854-14053921,ECB-GENEPAGE-23116288,"ankyrin2,3/unc44-like-52 |Sp-Unc44L_52|SPU_006327",partially curated,n/a,n/a,n/a,n/a
NW-022145602.1:17104270-17207386,9.45,18.82,9.77,6.92,LOC105442095,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like,7878,7878,100.0,NW_022145602.1:17132527-17140405,ECB-GENEPAGE-23090209,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:7014008-7116957,11.87,18.33,5.47,7.94,LOC100891156,uncharacterized LOC100891156,8560,8560,100.0,NW_022145601.1:7014221-7022781,ECB-GENEPAGE-23081043,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:7014008-7116957,11.87,18.33,5.47,7.94,LOC105439865,"NACHT, LRR and PYD domains-containing protein 5-like",7905,7905,100.0,NW_022145601.1:7031867-7039772,ECB-GENEPAGE-23081053,hypothetical protein-755; cryopyrin-like|Sp-Hypp_755|SPU_014495|hypothetical protein-755|cryopyrin-like,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:7014008-7116957,11.87,18.33,5.47,7.94,LOC580397,uncharacterized LOC580397,5695,5695,100.0,NW_022145601.1:7055518-7061213,ECB-GENEPAGE-23081057,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:7014008-7116957,11.87,18.33,5.47,7.94,LOC115924827,uncharacterized LOC115924827,6000,6000,100.0,NW_022145601.1:7024091-7030091,ECB-GENEPAGE-23081049,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:7014008-7116957,11.87,18.33,5.47,7.94,LOC100891311,peroxisome biogenesis factor 10,7842,7842,100.0,NW_022145601.1:7072526-7080368,ECB-GENEPAGE-23081063,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:28856878-28950031,21.78,29.48,18.22,24.68,LOC105438247,cilia- and flagella-associated protein 251-like,12103,12103,100.0,NW_022145610.1:28867417-28879520,ECB-GENEPAGE-23144297,SPU_003733,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:28856878-28950031,21.78,29.48,18.22,24.68,LOC115917942,vicilin-like seed storage protein At2g18540,5540,5540,100.0,NW_022145610.1:28896782-28902322,ECB-GENEPAGE-23144301,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:40867844-40959209,13.13,55.05,22.41,7.56,LOC115927729,uncharacterized LOC115927729,19580,19580,100.0,NW_022145606.1:40927857-40947437,ECB-GENEPAGE-23120446,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145602.1:15368105-15458657,15.72,20.67,7.1,16.09,LOC588077,mitochondrial carrier homolog 2,16056,14292,89.01345291479821,NW_022145602.1:15366341-15382397,ECB-GENEPAGE-23090032,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145602.1:15368105-15458657,15.72,20.67,7.1,16.09,LOC105444808,amino acid transporter AVT1F-like,44826,44826,100.0,NW_022145602.1:15391617-15436443,ECB-GENEPAGE-23090039,Sp-PppL_189|SPU_007167|pol polyprotein like-189|Sp-Endrvt47|SPU_025588|endonuclease-reverse transcriptase-like-47,partially curated,n/a,n/a,n/a,n/a
NW-022145602.1:15471682-15474072,15.68,22.42,7.37,19.38,LOC591869,protein phosphatase 1 regulatory subunit 12A,124241,2390,1.923680588533576,NW_022145602.1:15441029-15565270,ECB-GENEPAGE-23090044,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:10270167-10357642,16.35,20.4,6.97,7.03,LOC584437,lysosomal alpha-glucosidase,8587,948,11.039944101548853,NW_022145599.1:10356694-10365281,ECB-GENEPAGE-23066103,Aglucosidase alfa|Acid maltase|Sp-Gaa_2| 76 kDa lysosomal alpha-glucosidase | 70 kDa lysosomal alpha-glucosidase|SPU_026833|Lysosomal alpha-glucosidase precursor,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:10267224-10267338,61.65,74.58,16.32,92.08,LOC593806,"proteasome 26S subunit, non-ATPase 12",15308,114,0.7447086490723804,NW_022145599.1:10254957-10270265,ECB-GENEPAGE-23066093,"LOC593806|Sp-Psmd12| proteasome (prosome, macropain) 26S subunit, non-ATPase, 12|SPU_001247|26S proteasome non-ATPase regulatory subunit 12|LOC110973692",curated,n/a,n/a,n/a,n/a
NW-022145599.1:10270167-10357642,16.35,20.4,6.97,7.03,LOC105442715,uncharacterized LOC105442715,19489,19489,100.0,NW_022145599.1:10300723-10320212,ECB-GENEPAGE-23066099,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:10278020-10364767,17.32,32.92,15.0,15.74,LOC105446137,"NACHT, LRR and PYD domains-containing protein 5-like",38018,31168,81.98221894891893,NW_022145601.1:10271170-10309188,ECB-GENEPAGE-23081800,Sp-Nlr38|SPU_003715,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145609.1:3948329-4034298,14.57,16.5,12.45,15.94,LOC115918999,tyrosine-protein kinase receptor Tie-2-like,6708,200,2.9815146094215863,NW_022145609.1:3941821-3948529,ECB-GENEPAGE-23131151,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3948329-4034298,14.57,16.5,12.45,15.94,LOC115928754,uncharacterized LOC115928754,7640,7640,100.0,NW_022145609.1:3951370-3959010,ECB-GENEPAGE-23131156,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3948329-4034298,14.57,16.5,12.45,15.94,LOC105446746,receptor-type tyrosine-protein phosphatase kappa-like,9992,9992,100.0,NW_022145609.1:3974469-3984461,ECB-GENEPAGE-23131160,Sp-Fn3f_45|SPU_025664,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3948329-4034298,14.57,16.5,12.45,15.94,LOC105437226,angiopoietin-1 receptor-like,26292,26292,100.0,NW_022145609.1:4003841-4030133,ECB-GENEPAGE-23131164,SPU_020375|Sp-Fn3_40|SPU_005015,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:29438627-29523735,14.03,19.25,13.66,10.01,LOC105446375,"myosin heavy chain, non-muscle-like",3176,3176,100.0,NW_022145610.1:29456062-29459238,ECB-GENEPAGE-23144363,Sp-Hypp_2263|SPU_016516|hypothetical protein-2263,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:29438627-29523735,14.03,19.25,13.66,10.01,LOC115929106,inner centromere protein-like,32550,13816,42.44546850998464,NW_022145610.1:29509919-29542469,ECB-GENEPAGE-23144371,n/a,partially curated,n/a,n/a,n/a,n/a
