introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC115923723,somatostatin receptor type 2-like,2489,2489,100.0,NW_022145599.1:11099427-11101916,ECB-GENEPAGE-23066238,Sp-Gpr1L_8|SPU_018541|G protein-coupled receptor 1-like-8|Sp-Gpr1L|SPU_006904|G protein-coupled receptor 1-like,partially curated,n/a,n/a,n/a,"Nervous,Nervous_Chemosensory,Nervous_Chemosensory|Nervous,Nervous_Chemosensory,Nervous_Chemosensory"
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC115923724,histidine-rich glycoprotein-like,6069,6069,100.0,NW_022145599.1:11110603-11116672,ECB-GENEPAGE-23066242,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC115923475,uncharacterized LOC115923475,5457,5457,100.0,NW_022145599.1:11176358-11181815,ECB-GENEPAGE-23066255,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC115923727,somatostatin receptor type 2-like,2489,2489,100.0,NW_022145599.1:11233256-11235745,ECB-GENEPAGE-23066259,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC115923728,histidine-rich glycoprotein-like,4616,4616,100.0,NW_022145599.1:11244457-11249073,ECB-GENEPAGE-23066263,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC100893171,somatostatin receptor type 2-like,2516,2516,100.0,NW_022145599.1:11329991-11332507,ECB-GENEPAGE-23066275,SPU_027201|Sp-Sst5L|SPU_000140|somatostatin receptor type 5 like,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC105444403,toll-like receptor 4,2922,181,6.1943874058863795,NW_022145599.1:11347026-11349948,ECB-GENEPAGE-23066279,Sp-TlrP56|SPU_030112|Sp-TlrP57|SPU_030113|Sp-TlrP55|SPU_030111,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC115923726,uncharacterized LOC115923726,7571,7571,100.0,NW_022145599.1:11149964-11157535,ECB-GENEPAGE-23066246,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC105443557,hyphal wall protein 1-like,27731,27731,100.0,NW_022145599.1:11170648-11198379,ECB-GENEPAGE-23066250,hypothetical protein-1302; low density lipoprotein-related protein 1B (deleted in tumors)-like|deleted in tumors|hypothetical protein-1302; low density lipoprotein-related protein 1B|Sp-Hypp_1302|SPU_001082|hypothetical protein-1302|low density lipoprotein-related protein 1B (deleted in tumors)-like,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:11053506-11347207,16.08,25.88,13.06,8.29,LOC105445064,low-density lipoprotein receptor-related protein 1B-like,10544,10544,100.0,NW_022145599.1:11278379-11288923,ECB-GENEPAGE-23066267,hypothetical protein-1395; low density lipoprotein-related protein 2-like|Sp-Hypp_1395|SPU_002440|hypothetical protein-1395|low density lipoprotein-related protein 2-like,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:647196-669704,30.48,55.77,28.27,8.89,LOC105442278,uncharacterized protein K02A2.6-like,519,519,100.0,NW_022145603.1:647241-647760,ECB-GENEPAGE-23092193,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:759084-971894,11.48,21.6,6.29,6.18,LOC115927352,vicilin-like seed storage protein At2g18540,3253,3253,100.0,NW_022145606.1:927867-931120,ECB-GENEPAGE-23114430,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:759084-971894,11.48,21.6,6.29,6.18,LOC574698,uncharacterized LOC574698,54430,8252,15.160756935513502,NW_022145606.1:963642-1018072,ECB-GENEPAGE-23114434,SPU_005478|Sp-PppL_117|SPU_017845|pol polyprotein like-117,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:24583831-24796564,16.93,23.41,5.66,13.13,LOC105445507,uncharacterized LOC105445507,7189,7189,100.0,NW_022145594.1:24783908-24791097,ECB-GENEPAGE-23030740,SPU_008622|Sp-Igf_2|SPU_011076|Sp-JamL1,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorIg,Immunity_ReceptorIg"
NW-022145601.1:27758596-27939747,14.84,13.97,6.68,14.45,LOC575362,TAR DNA-binding protein 43,10771,10771,100.0,NW_022145601.1:27811646-27822417,ECB-GENEPAGE-23085413,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:27758596-27939747,14.84,13.97,6.68,14.45,LOC587897,ATP-dependent translocase ABCB1,59300,40791,68.78752107925801,NW_022145601.1:27740087-27799387,ECB-GENEPAGE-23085405,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:27758596-27939747,14.84,13.97,6.68,14.45,LOC105441736,coiled-coil domain-containing protein 34-like,31872,24717,77.55082831325302,NW_022145601.1:27915030-27946902,ECB-GENEPAGE-23085421,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:23204131-23383327,51.15,42.21,14.6,12.3,LOC115918444,uncharacterized LOC115918444,4296,4296,100.0,NW_022145594.1:23347660-23351956,ECB-GENEPAGE-23030448,SPU_003671|Sp-Lrp12,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:23204131-23383327,51.15,42.21,14.6,12.3,LOC579734,low-density lipoprotein receptor-related protein 1B,50252,50252,100.0,NW_022145594.1:23240061-23290313,ECB-GENEPAGE-23030435,SPU_000620|Sp-Lrp12L_2|SPU_003671|Sp-Lrp12,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:23204131-23383327,51.15,42.21,14.6,12.3,LOC115921287,uncharacterized LOC115921287,438,438,100.0,NW_022145594.1:23297837-23298275,ECB-GENEPAGE-23030439,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:23390186-23443903,17.03,22.82,9.0,18.73,LOC577692,low-density lipoprotein receptor-related protein 2,83996,46528,55.393113957807515,NW_022145594.1:23352718-23436714,ECB-GENEPAGE-23030452,proteoliaisin-like| soft fertilization envelope protein 9-like |Sp-Sfep9L|vitellogenin receptor-like|Sp-VldlrL|SPU_019354|SPU_010257,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:23204131-23383327,51.15,42.21,14.6,12.3,LOC105441285,uncharacterized LOC105441285,21460,21460,100.0,NW_022145594.1:23325409-23346869,ECB-GENEPAGE-23030443,SPU_003671|Sp-Lrp12,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:13938219-13959182,10.23,28.21,9.72,8.56,LOC115924681,uncharacterized LOC115924681,3644,1218,33.42480790340285,NW_022145601.1:13935793-13939437,ECB-GENEPAGE-23082540,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:35264376-35422977,8.62,11.58,5.69,6.7,LOC100894090,caspase-1-like,3631,3631,100.0,NW_022145594.1:35343094-35346725,ECB-GENEPAGE-23032757,Sp-IceL1a|SPU_002922|SPU_002921,partially curated,n/a,n/a,n/a,"Immunity,Immunity_Signal,Immunity_Signal"
NW-022145594.1:35264376-35422977,8.62,11.58,5.69,6.7,LOC105443679,uncharacterized LOC105443679,14951,14951,100.0,NW_022145594.1:35271976-35286927,ECB-GENEPAGE-23032747,SPU_025371|Sp-PppL_280,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:35264376-35422977,8.62,11.58,5.69,6.7,LOC115921489,caspase Dronc-like,3226,3226,100.0,NW_022145594.1:35339845-35343071,ECB-GENEPAGE-23032753,SPU_002921|Sp-IceL1a,partially curated,n/a,n/a,n/a,"Immunity,Immunity_Signal,Immunity_Signal"
NW-022145594.1:35264376-35422977,8.62,11.58,5.69,6.7,LOC100889455,uncharacterized LOC100889455,18603,18603,100.0,NW_022145594.1:35366581-35385184,ECB-GENEPAGE-23032761,SPU_009138|Sp-Hypp_571|hypothetical protein-2111; hemicentin 1-like|hypothetical protein-2111|hemicentin 1-like|Sp-Hypp_2111|SPU_013865,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:35264376-35422977,8.62,11.58,5.69,6.7,LOC577169,caspase-3-like,9228,9228,100.0,NW_022145594.1:35386925-35396153,ECB-GENEPAGE-23032766,SPU_002923|Sp-IceL1b,partially curated,n/a,n/a,n/a,"Immunity,Immunity_Signal,Immunity_Signal"
NW-022145605.1:8500703-8656184,12.67,18.53,8.18,18.78,LOC115926354,fibropellin-3-like,4260,4260,100.0,NW_022145605.1:8559714-8563974,ECB-GENEPAGE-23106576,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500703-8656184,12.67,18.53,8.18,18.78,LOC115926355,bile acid-CoA:amino acid N-acyltransferase-like,5645,5645,100.0,NW_022145605.1:8606436-8612081,ECB-GENEPAGE-23106594,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8657352-8718868,23.48,26.54,12.47,45.98,LOC115918024,BTB/POZ domain-containing protein 17-like,3771,1131,29.992044550517104,NW_022145605.1:8654712-8658483,ECB-GENEPAGE-23106603,transport and Golgi organization-like-1 |Sp-TgoL_1|hypothetical protein-2914|Sp-Hypp_2914|SPU_027590|SPU_025598,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8489211-8500514,17.82,21.56,5.74,21.03,LOC115926353,phosphatidylinositol 4-kinase alpha-like,5973,433,7.249288464758077,NW_022145605.1:8500081-8506054,ECB-GENEPAGE-23106559,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500703-8656184,12.67,18.53,8.18,18.78,LOC752690,dynein regulatory complex subunit 2,14564,14564,100.0,NW_022145605.1:8532846-8547410,ECB-GENEPAGE-23106566,SPU_016837,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500703-8656184,12.67,18.53,8.18,18.78,LOC115926640,putative L-aspartate dehydrogenase,10932,10932,100.0,NW_022145605.1:8547923-8558855,ECB-GENEPAGE-23106572,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500703-8656184,12.67,18.53,8.18,18.78,LOC105441103,delta-like protein B,7494,7494,100.0,NW_022145605.1:8584820-8592314,ECB-GENEPAGE-23106586,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500703-8656184,12.67,18.53,8.18,18.78,LOC115926642,bile acid-CoA:amino acid N-acyltransferase-like,4752,4752,100.0,NW_022145605.1:8599519-8604271,ECB-GENEPAGE-23106590,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:8500703-8656184,12.67,18.53,8.18,18.78,LOC115918819,uncharacterized oxidoreductase TM_0325-like,14431,14431,100.0,NW_022145605.1:8616105-8630536,ECB-GENEPAGE-23106598,Sp-Dhyg_1|SPU_007068|short chain dehydrogenase family,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4062025-4216773,9.5,12.97,8.88,9.87,LOC115928587,thioredoxin domain-containing protein 12-like,12711,12711,100.0,NW_022145609.1:4131234-4143945,ECB-GENEPAGE-23131190,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4062025-4216773,9.5,12.97,8.88,9.87,LOC115928759,receptor-type tyrosine-protein phosphatase kappa-like,9487,9487,100.0,NW_022145609.1:4166754-4176241,ECB-GENEPAGE-23131202,Sp-Fn3/Egf_8|SPU_015381,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4062025-4216773,9.5,12.97,8.88,9.87,LOC115928720,thioredoxin domain-containing protein 12-like,4205,4205,100.0,NW_022145609.1:4182018-4186223,ECB-GENEPAGE-23131206,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4062025-4216773,9.5,12.97,8.88,9.87,LOC115928757,receptor-type tyrosine-protein phosphatase kappa-like,13081,13081,100.0,NW_022145609.1:4110814-4123895,ECB-GENEPAGE-23131186,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4062025-4216773,9.5,12.97,8.88,9.87,LOC115928758,tyrosine-protein kinase receptor Tie-1-like,10161,10161,100.0,NW_022145609.1:4155285-4165446,ECB-GENEPAGE-23131197,"Sp-Hypp_876|SPU_017353|hypothetical protein-876; TEK tyrosine kinase|endothelial-like|Sp-Tie1L_1|SPU_018547|tyrosine kinase with immunoglobulin-like and EGF-like domains-like-1|hypothetical protein-876|TEK tyrosine kinase, endothelial-like",partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4062025-4216773,9.5,12.97,8.88,9.87,LOC115928756,multiple epidermal growth factor-like domains protein 6,49291,42031,85.27114483374247,NW_022145609.1:4054765-4104056,ECB-GENEPAGE-23131182,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4062025-4216773,9.5,12.97,8.88,9.87,LOC105440366,tyrosine-protein kinase receptor Tie-2-like,28680,26050,90.82984658298466,NW_022145609.1:4190723-4219403,ECB-GENEPAGE-23131210,Sp-Hypp_2186|SPU_015070|hypothetical protein-2186,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:40807487-40959283,12.59,40.25,19.97,6.11,LOC105440537,uncharacterized LOC105440537,17534,17534,100.0,NW_022145606.1:40829149-40846683,ECB-GENEPAGE-23120442,Sp-Nlr195|SPU_015033|NACHT and LRR containing protein,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145606.1:40807487-40959283,12.59,40.25,19.97,6.11,LOC115927729,uncharacterized LOC115927729,19580,19580,100.0,NW_022145606.1:40927857-40947437,ECB-GENEPAGE-23120446,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25726246-25867407,15.35,15.35,7.31,10.46,LOC105445124,neurotrypsin-like,4436,4436,100.0,NW_022145609.1:25735862-25740298,ECB-GENEPAGE-23135414,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25726246-25867407,15.35,15.35,7.31,10.46,LOC115928599,uncharacterized LOC115928599,4735,4735,100.0,NW_022145609.1:25754694-25759429,ECB-GENEPAGE-23135418,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25726246-25867407,15.35,15.35,7.31,10.46,LOC115928600,neurotrypsin-like,7569,7569,100.0,NW_022145609.1:25770355-25777924,ECB-GENEPAGE-23135422,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25726246-25867407,15.35,15.35,7.31,10.46,LOC115928776,coiled-coil domain-containing protein 34-like,18181,18181,100.0,NW_022145609.1:25832228-25850409,ECB-GENEPAGE-23135426,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:5630140-5630917,21.21,25.71,13.31,31.12,LOC100890280,serine-rich adhesin for platelets,47767,777,1.6266460108443066,NW_022145603.1:5596566-5644333,ECB-GENEPAGE-23092661,kelch-like 29-2 | Sp-Klhl29-2|SPU_014560|SPU_025666|SPU_019515|SPU_018731|SPU_012650,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:20745829-20879082,18.25,26.04,9.03,8.95,LOC115918088,uncharacterized LOC115918088,13281,13281,100.0,NW_022145606.1:20857654-20870935,ECB-GENEPAGE-23117526,SPU_010243,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:20745829-20879082,18.25,26.04,9.03,8.95,LOC582785,transmembrane protein 91,4548,4128,90.76517150395779,NW_022145606.1:20874954-20879502,ECB-GENEPAGE-23117530,SPU_010244,partially curated,n/a,GO:0016020,KEGG:spu:582785,n/a
NW-022145606.1:20745829-20879082,18.25,26.04,9.03,8.95,LOC100889591,semaphorin-4A,37596,37596,100.0,NW_022145606.1:20812804-20850400,ECB-GENEPAGE-23117521,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:18759451-18889410,10.06,12.43,5.42,7.26,LOC105447081,uncharacterized LOC105447081,2870,2870,100.0,NW_022145607.1:18775364-18778234,ECB-GENEPAGE-23125596,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:18759451-18889410,10.06,12.43,5.42,7.26,LOC593338,transient receptor potential cation channel subfamily A member 1 homolog,48825,6648,13.615975422427034,NW_022145607.1:18717274-18766099,ECB-GENEPAGE-23125582,"Sp-Ank3L|Sp-Unc44_295| ankyrin 3, epithelial (Ank3)-like | ankyrin2,3/unc44-295|SPU_011274|SPU_005417",partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903136-18032718,76.28,31.59,31.19,21.89,LOC115927267,proton-coupled folate transporter-like,1001,1001,100.0,NW_022145606.1:18000963-18001964,ECB-GENEPAGE-23117097,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903136-18032718,76.28,31.59,31.19,21.89,LOC100888459,uncharacterized LOC100888459,16654,5671,34.05187942836555,NW_022145606.1:17892153-17908807,ECB-GENEPAGE-23117077,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903136-18032718,76.28,31.59,31.19,21.89,LOC115927264,uncharacterized LOC115927264,14155,14155,100.0,NW_022145606.1:17959792-17973947,ECB-GENEPAGE-23117083,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903136-18032718,76.28,31.59,31.19,21.89,LOC115927266,proton-coupled folate transporter-like,14656,14656,100.0,NW_022145606.1:17986299-18000955,ECB-GENEPAGE-23117091,SPU_010220,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:40124428-40249890,11.24,17.71,14.11,5.0,LOC105438127,uncharacterized LOC105438127,2244,2244,100.0,NW_022145606.1:40214052-40216296,ECB-GENEPAGE-23120357,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:40124428-40249890,11.24,17.71,14.11,5.0,LOC115927724,uncharacterized LOC115927724,32445,28368,87.43411927877948,NW_022145606.1:40221522-40253967,ECB-GENEPAGE-23120361,"Sp-B3galnt1|SPU_027424|beta-1|3-N-acetylgalactosaminyltransferase 1 (globoside blood group); galactosyltransferase|SPU_005948|beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)|galactosyltransferase",partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145607.1:798921-923818,24.85,33.62,13.56,18.14,LOC115928222,uncharacterized LOC115928222,4261,4261,100.0,NW_022145607.1:869695-873956,ECB-GENEPAGE-23122486,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:798921-923818,24.85,33.62,13.56,18.14,LOC115928167,uncharacterized LOC115928167,666,666,100.0,NW_022145607.1:876988-877654,ECB-GENEPAGE-23122490,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:798921-923818,24.85,33.62,13.56,18.14,LOC105441888,uncharacterized LOC105441888,34896,34896,100.0,NW_022145607.1:825231-860127,ECB-GENEPAGE-23122474,Sp-Nlr14|SPU_026921,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145607.1:798921-923818,24.85,33.62,13.56,18.14,LOC105447055,uncharacterized LOC105447055,27492,27492,100.0,NW_022145607.1:883606-911098,ECB-GENEPAGE-23122498,Sp-Nlr179|SPU_015768|NACHT and LRR containing protein,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145598.1:9857507-9982346,14.38,21.67,10.15,19.86,LOC115922984,uncharacterized LOC115922984,1554,1554,100.0,NW_022145598.1:9893967-9895521,ECB-GENEPAGE-23058761,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:9857507-9982346,14.38,21.67,10.15,19.86,LOC115923173,ubiquitin-protein ligase E3A-like,2221,2221,100.0,NW_022145598.1:9905057-9907278,ECB-GENEPAGE-23058765,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:9857507-9982346,14.38,21.67,10.15,19.86,LOC100890010,uncharacterized LOC100890010,13267,13267,100.0,NW_022145598.1:9930172-9943439,ECB-GENEPAGE-23058777,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:9857507-9982346,14.38,21.67,10.15,19.86,LOC115923172,uncharacterized LOC115923172,44703,35670,79.79330246292196,NW_022145598.1:9848474-9893177,ECB-GENEPAGE-23058750,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:9857507-9982346,14.38,21.67,10.15,19.86,LOC115923174,uncharacterized LOC115923174,7085,7085,100.0,NW_022145598.1:9910377-9917462,ECB-GENEPAGE-23058769,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:9857507-9982346,14.38,21.67,10.15,19.86,LOC115922985,uncharacterized LOC115922985,7448,7448,100.0,NW_022145598.1:9923762-9931210,ECB-GENEPAGE-23058773,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:9857507-9982346,14.38,21.67,10.15,19.86,LOC100889957,uncharacterized LOC100889957,22862,3494,15.283002361998074,NW_022145598.1:9978852-10001714,ECB-GENEPAGE-23058788,n/a,partially curated,n/a,n/a,n/a,n/a
